Vehicle_ID,Manufacturer,Model,Year,Country_of_Manufacture,Color
2418,Canoo,Pickup,2017,Turkey,Turquoise
2419,Maserati,GranTurismo Folgore,2023,Israel,Cosmic Purple
2420,Renault,Scenic E-Tech,2024,Czech Republic,Lime Green
2421,Nissan,Ariya,2016,South Africa,Racing Red
2422,Jeep,Recon (upcoming),2022,Malaysia,Beige
2423,Ford,E-Transit,2015,China,Lime Green
2424,Zeekr,Zeekr 001,2025,Israel,Champagne
2425,Rimac,Nevera,2022,Thailand,Stealth Gray
2426,BMW,i7,2021,Hungary,Ice Silver
2427,Lamborghini,Lanzador (upcoming EV),2015,Mexico,White
2428,Rivian,EDV (Electric Delivery Van),2020,Turkey,Red
2429,Ford,Explorer EV (Europe),2024,Israel,Beige
2430,Peugeot,e-2008,2016,Spain,Blue
2431,Canoo,MPDV,2016,Thailand,Copper
2432,Citroen,Ami,2016,Germany,Ruby Red
2433,VinFast,VF 7,2017,Brazil,Racing Red
2434,Subaru,Solterra,2015,Switzerland,Aurora Blue
2435,Geely,Geometry C,2021,Indonesia,Pink
2436,Maserati,Grecale Folgore,2025,China,Gray
2437,Genesis,GV70 Electric,2023,Vietnam,Cream
2438,Porsche,Taycan,2025,Denmark,White
2439,Mini,Mini Aceman,2019,France,Metallic Silver
2440,Pininfarina,Battista,2022,Belgium,Burgundy
2441,Volkswagen,ID.Buzz,2021,Brazil,Graphite Gray
2442,Tesla,Roadster (upcoming),2016,UK,Matte Green
2443,Volkswagen,ID.7,2017,Portugal,Purple
2444,Subaru,Solterra,2024,Indonesia,Aurora Blue
2445,Pininfarina,Battista,2015,Argentina,Green
2446,Ferrari,Ferrari EV (2025+),2025,Israel,Orange
2447,Lamborghini,Lanzador (upcoming EV),2025,Italy,Candy Apple Red
2448,Lamborghini,Revuelto (PHEV),2016,Malaysia,Crimson Red
2449,Volvo,EX90,2020,Thailand,Teal
2450,Mahindra,Born Electric (upcoming range),2015,Spain,Cream
2451,Lamborghini,Lanzador (upcoming EV),2018,Canada,Matte White
2452,Faraday Future,FF 91,2021,South Korea,Graphite Gray
2453,Opel,Mokka-e,2021,China,Black
2454,Lotus,Evija,2020,Belgium,Copper
2455,Toyota,bZ4X,2018,France,Charcoal
2456,Honda,Honda e (discontinued),2017,Denmark,Silver
2457,Mini,Mini Aceman,2019,Japan,Matte Blue
2458,Geely,Emgrand EV,2021,South Africa,Pearl White
2459,Genesis,GV70 Electric,2024,Denmark,Lime Green
2460,Citroen,Ami,2025,India,Stealth Gray
2461,Hyundai,Ioniq 6,2016,South Korea,Tan
2462,Dacia,Jogger Hybrid,2015,Hungary,Candy Apple Red
2463,Tesla,Model 3,2021,Portugal,Pearl White
2464,Audi,e-tron GT,2021,Poland,Yellow
2465,Skoda,Elroq (upcoming),2023,Singapore,Gun Metal
2466,Rimac,Nevera,2022,Indonesia,Copper
2467,Tesla,Cybertruck,2023,Hungary,Brown
2468,Acura,ZDX (with GM Ultium),2020,Poland,Forest Green
2469,Audi,Q4 e-tron,2020,Denmark,White
2470,NIO,ET7,2025,India,Emerald Green
2471,Acura,ZDX (with GM Ultium),2015,Norway,Stealth Gray
2472,Renault,Scenic E-Tech,2016,Turkey,Gray
2473,Polestar,Polestar 4,2016,Finland,Matte White
2474,Opel,Corsa-e,2015,Turkey,Pearl White
2475,Geely,Emgrand EV,2023,Vietnam,Cosmic Purple
2476,Li Auto,L8,2023,Malaysia,Magenta
2477,Nissan,Leaf,2020,Switzerland,Lime Green
2478,Chevrolet,Bolt EV,2022,Thailand,Electric Blue
2479,Ferrari,SF90 Stradale (PHEV),2025,Japan,Rose Gold
2480,Polestar,Polestar 5 (upcoming),2021,Poland,Purple
2481,NIO,ET9,2017,Vietnam,Matte Black
2482,Mini,Mini Electric,2017,Malaysia,Yellow
2483,NIO,ET9,2019,Czech Republic,Matte White
2484,Fisker,Ocean,2017,Portugal,Teal
2485,Changan,SL03,2024,Germany,Teal
2486,Mini,Mini Electric,2016,China,Gold
2487,Tesla,Model 3,2023,Israel,Graphite Gray
2488,Tesla,Model S,2017,South Korea,Stealth Gray
2489,Volvo,EX30,2018,Russia,Pearl White
2490,MG,MG5 EV,2019,Switzerland,Gold
2491,Lotus,Eletre,2018,United Arab Emirates,Copper
2492,Faraday Future,FF 91,2020,Hungary,Black
2493,BMW,iX1,2015,China,Yellow
2494,Dacia,Bigster EV (upcoming),2020,Russia,Pink
2495,Tesla,Model Y,2017,New Zealand,Burgundy
2496,Lotus,Evija,2018,Czech Republic,Matte Blue
2497,Nissan,Leaf,2021,Vietnam,Ice Silver
2498,Lucid Motors,Lucid Gravity,2022,Belgium,Red
2499,Citroen,Ami,2018,Thailand,Racing Red
2500,Faraday Future,FF 91,2018,Russia,Gun Metal
2501,Skoda,Elroq (upcoming),2022,China,Matte White
2502,Geely,Geometry A,2024,Germany,Gold
2503,BMW,iX1,2015,Portugal,Sapphire Blue
2504,MG,MG ES5,2025,India,Yellow
2505,Chevrolet,Volt (PHEV),2023,India,Charcoal
2506,Opel,Grandland Electric,2016,Israel,Matte Green
2507,Kia,EV6,2025,Portugal,Blue
2508,Mahindra,XUV400,2022,France,Rose Gold
2509,VinFast,VF 9,2020,Japan,Navy Blue
2510,Renault,Scenic E-Tech,2019,Singapore,Champagne
2511,Seat,Avenger,2021,Turkey,Turquoise
2512,Great Wall Motors,ORA Good Cat,2015,Vietnam,Blue
2513,Opel,Grandland Electric,2016,Brazil,Pearl White
2514,XPeng,P5,2022,Singapore,Candy Apple Red
2515,Rimac,Nevera,2021,Ireland,Matte Green
2516,Renault,Kangoo E-Tech,2022,Brazil,Charcoal
2517,Rimac,Nevera,2021,Australia,Beige
2518,GMC,Hummer EV Pickup,2021,China,Cream
2519,Volkswagen,ID.4,2025,Czech Republic,Purple
2520,Genesis,GV60,2021,Vietnam,Graphite Gray
2521,Polestar,Polestar 2,2020,United Arab Emirates,Rose Gold
2522,Li Auto,L7,2020,Argentina,White
2523,Mahindra,Born Electric (upcoming range),2019,Saudi Arabia,Titanium
2524,Ford,Explorer EV (Europe),2018,China,Teal
2525,Jeep,Grand Cherokee 4xe (PHEV),2022,Australia,Midnight Black
2526,Nissan,Leaf,2024,UK,Stealth Gray
2527,Polestar,Polestar 3,2017,Turkey,Silver
2528,Jeep,Recon (upcoming),2016,Spain,Lime Green
2529,XPeng,X9,2016,Germany,Rose Gold
2530,MG,MG ZS EV,2023,Japan,Pink
2531,Dacia,Jogger Hybrid,2020,Norway,Silver
2532,Subaru,Solterra,2015,Vietnam,Copper
2533,Skoda,Elroq (upcoming),2020,Portugal,Platinum
2534,Audi,e-tron GT,2021,Spain,Titanium
2535,XPeng,G9,2022,Finland,Matte Green
2536,Genesis,GV60,2021,Hungary,Matte Green
2537,Toyota,Lexus UX 300e,2023,Singapore,Electric Blue
2538,Peugeot,e-208,2020,Austria,Matte Black
2539,Lotus,Emeya,2024,India,Turquoise
2540,Zeekr,Zeekr X,2017,Spain,Crimson Red
2541,Acura,ZDX (with GM Ultium),2023,Italy,Platinum
2542,Volkswagen,ID.7,2019,Czech Republic,Matte Green
2543,Mazda,MX-30,2024,South Africa,Orange
2544,Zeekr,Zeekr 007,2019,UK,Yellow
2545,Peugeot,e-5008,2023,New Zealand,Cosmic Purple
2546,Volkswagen,ID.5,2018,Russia,Stealth Gray
2547,Mercedes-Benz,EQS,2025,South Africa,Copper
2548,Canoo,Pickup,2023,Czech Republic,Stealth Gray
2549,Mini,Mini Aceman,2024,Belgium,Volcanic Yellow
2550,Rimac,Nevera,2021,Malaysia,Racing Red
2551,VinFast,VF 9,2018,Finland,Purple
2552,Dacia,Bigster EV (upcoming),2022,Portugal,Sapphire Blue
2553,VinFast,VFe34 (discontinued),2021,New Zealand,Cosmic Purple
2554,Lamborghini,Revuelto (PHEV),2015,Indonesia,Lime Green
2555,Jeep,Wagoneer S,2016,USA,Yellow
2556,Great Wall Motors,ORA Good Cat,2019,Thailand,Matte Blue
2557,Fisker,Ocean,2022,Switzerland,Gold
2558,Geely,Emgrand EV,2022,Saudi Arabia,Pink
2559,Genesis,G80 Electric,2024,Norway,Emerald Green
2560,Chevrolet,Silverado EV,2019,Portugal,Lime Green
2561,BYD,Dolphin,2021,India,Metallic Silver
2562,Geely,Emgrand EV,2021,South Korea,Green
2563,NIO,ES7,2021,Finland,Gold
2564,XPeng,G6,2022,Israel,Silver
2565,BMW,iX3,2021,China,Sky Blue
2566,MG,MG ZS EV,2016,Belgium,Aurora Blue
2567,Rimac,Nevera,2022,Japan,Matte Blue
2568,Kia,EV6,2019,Belgium,Matte Green
2569,Ferrari,SF90 Stradale (PHEV),2022,Saudi Arabia,Matte White
2570,Cadillac,Lyriq,2023,Indonesia,Burgundy
2571,Cadillac,Lyriq,2017,Germany,Champagne
2572,Opel,Grandland Electric,2017,Malaysia,Rose Gold
2573,Genesis,G80 Electric,2019,Portugal,Tan
2574,Citroen,??-C4,2016,New Zealand,Matte White
2575,Skoda,Enyaq Coupe,2023,United Arab Emirates,Ruby Red
2576,Zeekr,Zeekr 001,2024,Czech Republic,Burgundy
2577,Toyota,Lexus UX 300e,2024,Vietnam,Charcoal
2578,Porsche,Macan EV,2022,Hungary,Blue
2579,Great Wall Motors,ORA Good Cat,2021,Israel,Teal
2580,Citroen,Ami,2020,Austria,Volcanic Yellow
2581,Lotus,Emeya,2019,Canada,Candy Apple Red
2582,Cadillac,Celestiq,2016,New Zealand,Aurora Blue
2583,Toyota,Lexus UX 300e,2022,United Arab Emirates,Green
2584,Volkswagen,ID.Buzz,2017,Hungary,White
2585,Mazda,MX-30,2020,Indonesia,Copper
2586,GMC,Hummer EV Pickup,2018,Denmark,Burgundy
2587,Ferrari,Roma PHEV,2017,Russia,Matte Black
2588,Opel,Grandland Electric,2022,Australia,Aurora Blue
2589,Nissan,Ariya,2025,South Korea,Burgundy
2590,Volkswagen,ID.7,2021,Finland,Candy Apple Red
2591,Lotus,Eletre,2020,Brazil,Racing Red
2592,Opel,Grandland Electric,2022,United Arab Emirates,Matte Blue
2593,Pininfarina,Battista,2018,New Zealand,Sapphire Blue
2594,Peugeot,e-208,2020,China,Midnight Black
2595,VinFast,VF 6,2017,United Arab Emirates,Platinum
2596,Hyundai,Ioniq 5,2022,South Africa,Titanium
2597,Zeekr,Zeekr 001,2021,Thailand,Silver
2598,Peugeot,e-3008,2019,USA,Teal
2599,GMC,Hummer EV Pickup,2015,Russia,Pink
2600,Ford,E-Transit,2016,Poland,Stealth Gray
2601,Opel,Grandland Electric,2016,Czech Republic,Ruby Red
2602,Chevrolet,Volt (PHEV),2020,Singapore,Cream
2603,Polestar,Polestar 4,2021,Thailand,Ruby Red
2604,Rimac,Nevera,2022,Czech Republic,Navy Blue
2605,Seat,Avenger,2025,United Arab Emirates,Cosmic Purple
2606,Faraday Future,FF 91,2022,Canada,Beige
2607,Mahindra,XUV400,2024,France,Matte Gray
2608,Kia,Niro EV,2023,India,Tan
2609,Kia,Niro EV,2022,Israel,Burgundy
2610,BYD,Han EV,2023,Austria,Ruby Red
2611,Porsche,Cayenne Electric (upcoming),2016,Japan,Pink
2612,Fisker,Ocean,2024,Singapore,Green
2613,Honda,Honda e (discontinued),2023,Denmark,Cobalt Blue
2614,Canoo,Pickup,2025,Vietnam,Magenta
2615,Fisker,Ocean,2019,Vietnam,Platinum
2616,Audi,e-tron,2024,Sweden,Navy Blue
2617,BMW,iX1,2019,China,Aurora Blue
2618,GMC,Hummer EV Pickup,2022,Belgium,Candy Apple Red
2619,Mazda,Mazda EV (upcoming models),2024,India,Stealth Gray
2620,Ford,E-Transit,2019,Russia,Emerald Green
2621,Canoo,MPDV,2015,Turkey,Ruby Red
2622,Dacia,Jogger Hybrid,2016,United Arab Emirates,Electric Blue
2623,Nissan,Leaf,2021,South Korea,Matte White
2624,Audi,e-tron,2020,Argentina,Yellow
2625,Skoda,Enyaq Coupe,2021,Czech Republic,Blue
2626,Mahindra,XUV400,2017,Sweden,Ice Silver
2627,Chevrolet,Silverado EV,2017,Finland,Rose Gold
2628,GMC,Hummer EV Pickup,2015,Thailand,Matte Black
2629,Citroen,??-Spacetourer,2023,New Zealand,Crimson Red
2630,Jeep,Wrangler 4xe (PHEV),2018,Thailand,Rose Gold
2631,Mazda,Mazda EV (upcoming models),2025,Saudi Arabia,Crimson Red
2632,Volkswagen,ID.7,2022,Belgium,Matte Blue
2633,Hyundai,Ioniq 7 (upcoming),2019,Singapore,Titanium
2634,Polestar,Polestar 5 (upcoming),2020,Saudi Arabia,Pink
2635,Changan,SL03,2024,China,Emerald Green
2636,Rivian,R1T,2016,South Korea,Orange
2637,Rimac,Nevera,2015,Singapore,Sky Blue
2638,Volvo,XC40 Recharge,2021,UK,Aurora Blue
2639,Honda,e:Ny1,2020,USA,Cosmic Purple
2640,Acura,ZDX (with GM Ultium),2017,Vietnam,Cobalt Blue
2641,Porsche,Cayenne Electric (upcoming),2022,Israel,Copper
2642,Mini,Mini Cooper SE,2024,Russia,Cosmic Purple
2643,XPeng,P7,2020,France,Forest Green
2644,Mercedes-Benz,EQA,2016,Malaysia,Tan
2645,Honda,e:Ny1,2024,South Korea,Purple
2646,Jaguar,I-PACE,2022,Japan,Ruby Red
2647,Mini,Mini Aceman,2025,New Zealand,Purple
2648,Ferrari,SF90 Stradale (PHEV),2025,South Korea,Cream
2649,Li Auto,L9,2018,China,Titanium
2650,Ford,E-Transit,2023,Italy,Copper
2651,Lotus,Evija,2020,Thailand,Brown
2652,Lucid Motors,Lucid Air,2016,Czech Republic,Purple
2653,Genesis,GV80 Electric,2025,Russia,White
2654,Peugeot,e-3008,2022,Hungary,Ice Silver
2655,Toyota,Lexus UX 300e,2018,Japan,Aurora Blue
2656,Audi,Q8 e-tron,2020,Canada,Racing Red
2657,Nissan,Ariya,2017,Sweden,Matte Green
2658,BMW,i7,2018,France,Emerald Green
2659,Peugeot,e-5008,2023,South Korea,Racing Red
2660,Jeep,Wagoneer S,2024,Mexico,Midnight Black
2661,Fisker,Pear (upcoming),2016,Portugal,Metallic Silver
2662,Genesis,G80 Electric,2018,Sweden,Magenta
2663,Great Wall Motors,ORA Lightning Cat,2016,Mexico,Charcoal
2664,VinFast,VF 8,2018,United Arab Emirates,Teal
2665,Mini,Mini Electric,2022,France,Emerald Green
2666,Hyundai,Ioniq 5,2020,Germany,Yellow
2667,XPeng,X9,2019,Switzerland,Pearl White
2668,Great Wall Motors,ORA Good Cat,2023,Singapore,Stealth Gray
2669,Fisker,Pear (upcoming),2023,United Arab Emirates,Brown
2670,Geely,Geometry A,2020,Ireland,Cosmic Purple
2671,Geely,Emgrand EV,2018,Portugal,Matte Green
2672,Tesla,Model S,2020,Switzerland,Gray
2673,Lamborghini,Revuelto (PHEV),2024,Saudi Arabia,Volcanic Yellow
2674,Mahindra,Born Electric (upcoming range),2018,Belgium,Rose Gold
2675,Skoda,Enyaq Coupe,2015,France,Green
2676,Pininfarina,Battista,2015,Austria,Blue
2677,Acura,ZDX (with GM Ultium),2015,Argentina,Copper
2678,Geely,Emgrand EV,2019,Hungary,Turquoise
2679,Cadillac,Lyriq,2020,Malaysia,Black
2680,Cadillac,Lyriq,2018,Singapore,Yellow
2681,Rimac,Nevera,2020,Norway,Copper
2682,BYD,Seagull,2025,Canada,Blue
2683,Polestar,Polestar 2,2015,Saudi Arabia,Racing Red
2684,VinFast,VF 8,2021,Japan,Copper
2685,Changan,Deepal S07,2023,Czech Republic,Black
2686,Volkswagen,ID.5,2022,Mexico,Gun Metal
2687,Fisker,Ocean,2025,Poland,Black
2688,Audi,Q8 e-tron,2025,India,Lime Green
2689,Polestar,Polestar 2,2024,Indonesia,Yellow
2690,MG,MG4 Electric,2019,UK,Red
2691,Dacia,Jogger Hybrid,2024,Poland,Titanium
2692,Mini,Mini Cooper SE,2021,Israel,Burgundy
2693,Nissan,Ariya,2018,New Zealand,Matte Green
2694,Jaguar,I-PACE,2023,Vietnam,Sunset Orange
2695,Cadillac,Lyriq,2020,Switzerland,Sapphire Blue
2696,Li Auto,MEGA,2020,Switzerland,Burgundy
2697,Mini,Mini Cooper SE,2019,Japan,Bronze
2698,Peugeot,e-208,2016,Finland,Titanium
2699,Acura,ZDX (with GM Ultium),2022,New Zealand,Cosmic Purple
2700,Tesla,Roadster (upcoming),2020,Malaysia,Sky Blue
2701,NIO,ES8,2025,Netherlands,Bronze
2702,Zeekr,Zeekr 001,2025,Ireland,Navy Blue
2703,XPeng,P7,2021,Russia,Bronze
2704,NIO,ES6,2025,Brazil,Midnight Black
2705,Great Wall Motors,ORA Ballet Cat,2015,South Africa,Black
2706,Ford,F-150 Lightning,2022,Portugal,Stealth Gray
2707,Ferrari,Ferrari EV (2025+),2020,Poland,Rose Gold
2708,Ford,Explorer EV (Europe),2024,Sweden,Green
2709,Cadillac,Celestiq,2021,Denmark,Copper
2710,Lotus,Evija,2019,Hungary,Emerald Green
2711,Great Wall Motors,ORA Good Cat,2025,Japan,Teal
2712,Toyota,Lexus UX 300e,2025,Australia,Matte Gray
2713,Toyota,Lexus UX 300e,2016,Spain,Aurora Blue
2714,Geely,Geometry C,2017,France,Copper
2715,Mazda,MX-30,2019,Ireland,Gray
2716,Zeekr,Zeekr 009,2022,UK,Black
2717,Jaguar,I-PACE,2023,New Zealand,Crimson Red
2718,Ferrari,SF90 Stradale (PHEV),2016,USA,Crimson Red
2719,Rivian,R1T,2024,France,White
2720,Mercedes-Benz,EQE,2025,Portugal,Pink
2721,Toyota,bZ4X,2020,United Arab Emirates,Titanium
2722,BMW,i3,2020,Indonesia,Platinum
2723,Toyota,Lexus RZ,2022,India,Pink
2724,Porsche,Panamera EV,2021,Turkey,Racing Red
2725,Peugeot,e-2008,2022,France,Burgundy
2726,Mahindra,Born Electric (upcoming range),2020,Hungary,Beige
2727,Volkswagen,ID.7,2019,South Korea,Matte White
2728,MG,MG ES5,2017,Indonesia,Red
2729,Mini,Mini Aceman,2016,Vietnam,Crimson Red
2730,Li Auto,L7,2025,Russia,Black
2731,Peugeot,e-208,2015,Argentina,Turquoise
2732,Zeekr,Zeekr 007,2022,Austria,Stealth Gray
2733,Jaguar,I-PACE,2017,Vietnam,Metallic Silver
2734,Skoda,Elroq (upcoming),2016,Czech Republic,Cobalt Blue
2735,Nissan,Leaf,2017,Indonesia,Electric Blue
2736,Mahindra,XUV400,2016,Belgium,Cream
2737,Kia,EV6,2016,Thailand,Matte Green
2738,BMW,iX,2020,Finland,Blue
2739,NIO,ES7,2015,United Arab Emirates,Ruby Red
2740,Citroen,??-C4,2015,Singapore,Forest Green
2741,Faraday Future,FF 91,2025,Belgium,Matte Green
2742,Rimac,Nevera,2015,Australia,Pearl White
2743,Acura,ZDX (with GM Ultium),2016,Switzerland,Aurora Blue
2744,Nissan,Ariya,2017,Norway,Crimson Red
2745,BYD,Han EV,2016,Turkey,Matte Gray
2746,Acura,ZDX (with GM Ultium),2016,USA,Black
2747,Pininfarina,Battista,2024,Finland,Tan
2748,Volvo,EX90,2024,Ireland,Electric Blue
2749,Geely,Geometry A,2017,Poland,Rose Gold
2750,Zeekr,Zeekr 007,2024,Denmark,Sky Blue
2751,BYD,Dolphin,2023,Austria,Beige
2752,Opel,Corsa-e,2018,Switzerland,Platinum
2753,Ferrari,Roma PHEV,2015,Poland,Black
2754,Changan,SL03,2022,Ireland,Graphite Gray
2755,Lucid Motors,Lucid DreamDrive,2015,Singapore,Silver
2756,Changan,Deepal S07,2015,France,Gray
2757,XPeng,P5,2023,India,Matte Green
2758,Lotus,Eletre,2017,India,Bronze
2759,Volkswagen,ID.4,2025,Canada,Electric Blue
2760,Maserati,GranTurismo Folgore,2019,Saudi Arabia,Bronze
2761,Changan,Q05,2025,Germany,Graphite Gray
2762,Cadillac,Optiq (upcoming),2022,Switzerland,White
2763,Kia,Niro EV,2021,Mexico,Green
2764,Renault,Kangoo E-Tech,2018,Mexico,Aurora Blue
2765,Lucid Motors,Lucid Air,2022,Indonesia,Aurora Blue
2766,Dacia,Bigster EV (upcoming),2019,Italy,Beige
2767,Pininfarina,Battista,2020,Vietnam,Burgundy
2768,Volkswagen,ID.Buzz,2021,Spain,Navy Blue
2769,Mini,Mini Aceman,2023,Ireland,Lime Green
2770,MG,MG ES5,2017,Russia,Turquoise
2771,Hyundai,Ioniq 6,2024,Japan,Cream
2772,Acura,ZDX (with GM Ultium),2024,South Korea,White
2773,Pininfarina,Battista,2018,Russia,Racing Red
2774,Canoo,MPDV,2017,Russia,Blue
2775,Ferrari,SF90 Stradale (PHEV),2015,Russia,Orange
2776,Chevrolet,Bolt EV,2021,Singapore,Magenta
2777,Rimac,Nevera,2019,Netherlands,White
2778,Renault,Kangoo E-Tech,2020,Norway,Racing Red
2779,Peugeot,e-2008,2018,Germany,Crimson Red
2780,Dacia,Bigster EV (upcoming),2019,Poland,Matte Blue
2781,BMW,i4,2022,Sweden,Aurora Blue
2782,VinFast,VF 6,2021,United Arab Emirates,Candy Apple Red
2783,NIO,ES7,2017,New Zealand,Gun Metal
2784,Jeep,Wrangler 4xe (PHEV),2015,Spain,Matte Black
2785,Ford,F-150 Lightning,2019,Turkey,Black
2786,Pininfarina,Battista,2018,New Zealand,Racing Red
2787,Acura,ZDX (with GM Ultium),2016,Hungary,Green
2788,Changan,SL03,2022,Germany,Ruby Red
2789,Honda,Honda e (discontinued),2025,Russia,White
2790,VinFast,VF 7,2022,Denmark,Ruby Red
2791,Faraday Future,FF 91,2020,Singapore,Candy Apple Red
2792,Li Auto,L9,2016,Saudi Arabia,Candy Apple Red
2793,Rivian,R1T,2025,Poland,Ruby Red
2794,Kia,EV9,2021,Japan,Burgundy
2795,Mini,Mini Cooper SE,2015,South Korea,Ruby Red
2796,Mahindra,Born Electric (upcoming range),2024,Netherlands,Sky Blue
2797,XPeng,X9,2025,Spain,Pearl White
2798,Rimac,Nevera,2024,Canada,Cobalt Blue
2799,NIO,ET9,2025,Sweden,Cosmic Purple
2800,Volvo,EX90,2023,Sweden,Matte White
2801,Maserati,GranTurismo Folgore,2022,Argentina,Titanium
2802,NIO,ET5,2016,UK,Navy Blue
2803,Seat,Avenger,2022,Italy,Metallic Silver
2804,Zeekr,Zeekr 009,2024,Poland,Burgundy
2805,Nissan,Ariya,2016,Austria,Sunset Orange
2806,Cadillac,Lyriq,2022,India,Matte Green
2807,Jaguar,I-PACE,2024,Canada,Bronze
2808,Cadillac,Celestiq,2025,India,Sapphire Blue
2809,Cadillac,Optiq (upcoming),2018,Malaysia,Aurora Blue
2810,Fisker,Pear (upcoming),2023,Turkey,Gold
2811,Geely,Geometry A,2020,Switzerland,Metallic Silver
2812,Geely,Emgrand EV,2023,Thailand,Copper
2813,Hyundai,Ioniq 7 (upcoming),2020,France,Lime Green
2814,Jaguar,I-PACE,2020,Germany,Black
2815,Cadillac,Celestiq,2015,Finland,Crimson Red
2816,Skoda,Enyaq,2021,South Korea,Brown
2817,Zeekr,Zeekr 007,2021,Netherlands,Bronze
2818,Peugeot,e-3008,2023,Israel,Champagne
2819,BMW,iX,2016,Ireland,Matte Gray
2820,Honda,Honda e (discontinued),2016,Argentina,Midnight Black
2821,Volvo,C40 Recharge,2019,New Zealand,Ice Silver
2822,MG,MG4 Electric,2018,Saudi Arabia,Gold
2823,Genesis,GV80 Electric,2022,Switzerland,Yellow
2824,Great Wall Motors,ORA Lightning Cat,2015,Hungary,Pearl White
2825,Seat,Avenger,2016,Vietnam,Purple
2826,Li Auto,L9,2020,Netherlands,Matte Black
2827,NIO,ET9,2020,Malaysia,Racing Red
2828,Changan,Q05,2018,Italy,Sky Blue
2829,Nissan,Leaf,2016,Poland,Electric Blue
2830,Maserati,GranTurismo Folgore,2018,USA,Aurora Blue
2831,Jeep,Wrangler 4xe (PHEV),2017,Mexico,Beige
2832,Toyota,Lexus RZ,2020,Saudi Arabia,White
2833,Toyota,bZ4X,2024,United Arab Emirates,Red
2834,Lucid Motors,Lucid DreamDrive,2024,Sweden,Matte Black
2835,Subaru,Solterra,2022,Denmark,Ruby Red
2836,Rimac,Nevera,2025,South Africa,Matte Gray
2837,Citroen,Ami,2021,Czech Republic,Yellow
2838,Opel,Mokka-e,2023,Russia,Electric Blue
2839,Li Auto,L8,2023,South Korea,Graphite Gray
2840,Great Wall Motors,ORA Ballet Cat,2022,Japan,Matte Gray
2841,Cadillac,Lyriq,2018,India,Magenta
2842,Mahindra,XUV400,2022,Hungary,Champagne
2843,Faraday Future,FF 91,2015,Netherlands,Sunset Orange
2844,Volvo,XC40 Recharge,2015,Hungary,Midnight Black
2845,Genesis,GV60,2016,United Arab Emirates,Ruby Red
2846,GMC,Hummer EV SUV,2016,Russia,Charcoal
2847,Tesla,Model Y,2018,Germany,Turquoise
2848,Chevrolet,Volt (PHEV),2024,China,Turquoise
2849,XPeng,P5,2018,UK,Magenta
2850,Polestar,Polestar 3,2024,New Zealand,Turquoise
2851,Tesla,Model S,2023,Poland,Cosmic Purple
2852,Volvo,EX30,2025,Czech Republic,Cosmic Purple
2853,Citroen,Ami,2024,Ireland,Yellow
2854,Opel,Mokka-e,2015,Brazil,Aurora Blue
2855,Ford,E-Transit,2018,United Arab Emirates,Emerald Green
2856,Honda,Honda e (discontinued),2022,Czech Republic,Crimson Red
2857,Skoda,Elroq (upcoming),2022,United Arab Emirates,White
2858,Jeep,Wagoneer S,2019,Malaysia,Cobalt Blue
2859,Nissan,Leaf,2019,Malaysia,Magenta
2860,Mahindra,XUV400,2021,UK,Metallic Silver
2861,Ferrari,Roma PHEV,2019,Malaysia,Forest Green
2862,Geely,Geometry A,2024,Saudi Arabia,Black
2863,Volkswagen,ID.2all,2015,New Zealand,Titanium
2864,Lamborghini,Lanzador (upcoming EV),2020,Israel,Matte Green
2865,Mercedes-Benz,EQS SUV,2016,South Africa,Forest Green
2866,Skoda,Elroq (upcoming),2023,Singapore,Titanium
2867,Opel,Corsa-e,2020,Saudi Arabia,Lime Green
2868,Peugeot,e-5008,2025,Canada,Matte Blue
2869,Chevrolet,Equinox EV,2020,Vietnam,Black
2870,Rivian,EDV (Electric Delivery Van),2025,Vietnam,Champagne
2871,Peugeot,e-5008,2018,Japan,Champagne
2872,XPeng,G9,2025,Germany,Metallic Silver
2873,Geely,Geometry C,2023,UK,Volcanic Yellow
2874,Zeekr,Zeekr X,2022,China,Electric Blue
2875,Great Wall Motors,ORA Ballet Cat,2016,Czech Republic,Racing Red
2876,VinFast,VF 7,2020,Poland,Tan
2877,Maserati,GranTurismo Folgore,2024,South Africa,Matte White
2878,Mini,Mini Cooper SE,2022,South Africa,White
2879,Skoda,Elroq (upcoming),2015,Norway,Cosmic Purple
2880,Faraday Future,FF 91,2018,UK,Ice Silver
2881,Lucid Motors,Lucid DreamDrive,2015,Austria,Matte Black
2882,Jeep,Grand Cherokee 4xe (PHEV),2022,New Zealand,Crimson Red
2883,Lamborghini,Revuelto (PHEV),2020,Japan,Forest Green
2884,Polestar,Polestar 3,2023,Sweden,White
2885,Seat,Avenger,2023,Saudi Arabia,Aurora Blue
2886,Volvo,EX30,2025,Norway,Burgundy
2887,Fisker,Ocean,2024,Norway,Forest Green
2888,Skoda,Enyaq,2020,India,Ice Silver
2889,Hyundai,Ioniq 6,2016,Japan,Pearl White
2890,MG,MG5 EV,2021,Italy,Crimson Red
2891,GMC,Hummer EV SUV,2025,China,Copper
2892,Polestar,Polestar 3,2022,Portugal,Graphite Gray
2893,Ferrari,SF90 Stradale (PHEV),2024,Turkey,Sky Blue
2894,Citroen,Ami,2021,India,Titanium
2895,Pininfarina,Battista,2021,Netherlands,Stealth Gray
2896,Rivian,R1S,2019,Canada,Purple
2897,Tesla,Model Y,2023,Netherlands,Silver
2898,BYD,Dolphin,2020,USA,Red
2899,BMW,i4,2020,Germany,White
